,0,1
245,cg15335334,0.00037148
246,cg17611686,0.00036955
247,cg22149419,0.0003669
248,cg04105511,0.00036566
249,cg15505219,0.00036432
250,cg08462055,0.00035885
251,cg14762436,0.00035763
252,cg03917138,0.00035671
253,cg17338208,0.00035645
254,cg01443755,0.00035453
255,cg00969162,0.00035274
256,cg09798023,0.00035266
257,cg27534624,0.00035046
258,cg11498228,0.00035021
259,cg12691330,0.00034885
260,cg17178220,0.00034714
261,cg12788467,0.00034711
262,cg23792485,0.00034496
263,cg12140851,0.00034184
264,cg01961086,0.00033967
265,cg00869330,0.00033897
266,cg25939630,0.00033829
267,cg23841470,0.00033816
268,cg15436123,0.00033715
269,cg00629585,0.00033528
270,cg05777919,0.00033232
271,cg19788741,0.00032654
272,cg20860112,0.00032586
273,cg14195216,0.00032403
274,cg26736200,0.00032377
275,cg03476195,0.00032331
276,cg00820740,0.00032286
277,cg06206801,0.00032213
278,cg17557766,0.00032193
279,cg27116819,0.00031954
280,cg25528916,0.00031881
281,cg11690789,0.00031599
282,cg19021076,0.00031545
283,cg20162381,0.00031486
284,cg11468953,0.00031248
285,cg20973720,0.00031107
286,cg15649236,0.00031032
287,cg05647756,0.0003097
288,cg26354128,0.00030908
289,cg02640489,0.00030834
290,cg16373000,0.00030682
291,cg16852955,0.00030597
292,cg01514828,0.00030511
293,cg18450420,0.00030498
294,cg11366178,0.00030391
295,cg26894278,0.00030339
296,cg17005319,0.00030333
297,cg01828733,0.00030273
298,cg23707540,0.0003022
299,cg08330031,0.00030156
300,cg23678058,0.00030129
301,cg15289899,0.00030066
302,cg26889659,0.00029953
303,cg03899721,0.00029801
304,cg07359545,0.00029708
305,cg27273946,0.00029689
306,cg27592331,0.00029638
307,cg03979241,0.00029573
308,cg25821781,0.00029219
309,cg08075452,0.00029175
310,cg18489009,0.00029041
311,cg08227353,0.00029015
312,cg24161057,0.00029008
313,cg06665333,0.00028859
314,cg23197945,0.00028775
315,cg13582950,0.00028738
316,cg04314111,0.00028706
317,cg07810039,0.00028666
318,cg16233472,0.0002859
319,cg15267232,0.00028578
320,cg24055525,0.00028419
321,cg19014335,0.00028346
322,cg02345613,0.00028278
323,cg00777079,0.00028251
324,cg04513882,0.00028223
325,cg07002201,0.0002816
326,cg22413603,0.00028132
327,cg19483007,0.00028077
328,cg18459806,0.00027622
329,cg10321723,0.00027586
330,cg20024687,0.00027217
331,cg05106191,0.00027168
332,cg11246938,0.00027161
333,cg04057956,0.00027147
334,cg15424989,0.00026998
335,cg06023791,0.00026997
336,cg06650260,0.0002697
337,cg06442199,0.00026838
338,cg09143801,0.00026802
339,cg07919775,0.00026696
340,cg00107982,0.00026532
341,cg15994467,0.00026526
342,cg17702736,0.00026437
343,cg03117976,0.00026422
344,cg19793499,0.00026231
345,cg21425842,0.00026219
346,cg02006142,0.00026171
347,cg17580613,0.00025985
348,cg20934096,0.00025861
349,cg11911305,0.00025623
350,cg00332153,0.00025609
351,cg12528056,0.00025261
352,cg21812277,0.00024961
353,cg01227537,0.00024927
354,cg07166795,0.00024794
355,cg13860281,0.00024712
356,cg05301852,0.00024676
357,cg09571972,0.00024623
358,cg15690379,0.00024531
359,cg17387069,0.00024504
360,cg05454501,0.00024483
361,cg24687051,0.00024205
362,cg14290576,0.00024171
363,cg08173915,0.00024167
364,cg16026813,0.00024094
365,cg07530947,0.0002407
366,cg26019295,0.00024065
367,cg15197065,0.0002404
368,cg11324832,0.00024013
369,cg20520804,0.00023936
370,cg21981270,0.00023925
371,cg14546128,0.0002389
372,cg13439315,0.0002387
373,cg22101249,0.00023781
374,cg02695677,0.00023628
375,cg13824500,0.00023485
376,cg06133145,0.00023452
377,cg07844977,0.0002342
378,cg18229178,0.00023389
379,cg14178364,0.00023369
380,cg02287007,0.00023325
381,cg25404758,0.00023279
382,cg08817540,0.00023276
383,cg09471887,0.00022906
384,cg08196512,0.0002289
385,cg06844968,0.00022889
386,cg26748945,0.00022876
387,cg00988247,0.0002287
388,cg19532939,0.00022807
389,cg23600322,0.00022741
390,cg25325053,0.00022655
391,cg15808943,0.00022536
392,cg25438801,0.00022536
393,cg08694699,0.00022534
394,cg15177211,0.00022488
395,cg14683017,0.00022486
396,cg16784745,0.00022452
397,cg06147895,0.00022398
398,cg13044675,0.00022389
399,cg22690558,0.00022274
400,cg17907628,0.00022271
401,cg06010390,0.00022224
402,cg26978172,0.00022186
403,cg17700915,0.00022182
404,cg07671949,0.00022115
405,cg20540209,0.00022034
406,cg13991834,0.00021864
407,cg04755848,0.00021821
408,cg12607188,0.00021559
409,cg16326402,0.00021499
410,cg03050022,0.00021412
411,cg05784951,0.00021368
412,cg14636922,0.00021352
413,cg12463883,0.00021267
414,cg22900057,0.00021229
415,cg21920221,0.00021184
416,cg00352417,0.00021138
417,cg23850904,0.00021133
418,cg16154857,0.00021119
419,cg15770585,0.00021042
420,cg11006453,0.00021034
421,cg12579212,0.00021001
422,cg19199590,0.00020994
423,cg10754215,0.00020956
424,cg02959939,0.00020885
425,cg06510261,0.00020798
426,cg12125614,0.00020672
427,cg08199953,0.00020595
428,cg04698114,0.00020547
429,cg12126901,0.00020476
430,cg05890727,0.00020472
431,cg09053536,0.00020344
432,cg19580810,0.00020338
433,cg09776772,0.00020319
434,cg15054077,0.00020257
435,cg06525453,0.00020249
436,cg25929976,0.00020229
437,cg11784887,0.00020183
438,cg25114913,0.0002014
439,cg11970252,0.00020065
440,cg25769980,0.00020043
441,cg16245261,0.00019997
442,cg24660635,0.00019991
443,cg04569429,0.00019962
444,cg00318947,0.00019938
445,cg25649765,0.00019886
446,cg04778178,0.00019856
447,cg06435363,0.00019828
448,cg18085517,0.00019786
449,cg10704263,0.00019784
450,cg14740771,0.00019761
451,cg13844474,0.00019691
452,cg05346286,0.00019677
453,cg22674699,0.00019642
454,cg13439241,0.00019538
455,cg00917471,0.00019537
456,cg23497020,0.00019511
457,cg15443535,0.00019427
458,cg19166660,0.00019355
459,cg24937727,0.00019317
460,cg07803375,0.00019304
461,cg05151154,0.000193
462,cg02212698,0.00019291
463,cg00073794,0.00019202
464,cg16145324,0.00019162
465,cg23440816,0.00019104
466,cg13049471,0.00019049
467,cg23895495,0.0001904
468,cg01323777,0.00019034
469,cg09610987,0.00018899
470,cg26119806,0.00018783
471,cg06367311,0.00018559
472,cg07044458,0.00018506
473,cg03686593,0.00018467
474,cg12252069,0.00018412
475,cg25513433,0.00018399
476,cg10126181,0.0001837
477,cg22920300,0.00018339
478,cg02459569,0.00018321
479,cg10603275,0.00018302
480,cg05116002,0.00018271
481,cg12336777,0.000181
482,cg21571160,0.00018092
483,cg26905768,0.00018092
484,cg19092981,0.00018057
485,cg11363527,0.00018052
486,cg22143285,0.00018033
487,cg13791254,0.00018017
488,cg06070445,0.0001801
489,cg04546097,0.00018001
490,cg16419724,0.0001799
491,cg09413529,0.00017917
492,cg00061185,0.0001777
493,cg25152942,0.00017686
494,cg12689285,0.00017608
495,cg09299055,0.00017512
496,cg21683390,0.00017487
497,cg24811290,0.00017474
498,cg05297437,0.00017445
499,cg22291711,0.0001744
500,cg02108623,0.00017367
501,cg19468528,0.0001735
502,cg24994127,0.00017304
503,cg00302587,0.00017259
504,cg27598340,0.00017258
505,cg13235059,0.00017215
506,cg27071152,0.00017188
507,cg17971113,0.00017141
508,cg17747551,0.00017101
509,cg27152208,0.00017015
510,cg18473137,0.00016954
511,cg22315453,0.00016953
512,cg15929771,0.00016909
513,cg05803361,0.00016808
514,cg11862731,0.0001678
515,cg18058689,0.00016761
516,cg22287064,0.00016749
517,cg08410996,0.00016655
518,cg21634602,0.00016625
519,cg12426196,0.00016604
520,cg12229979,0.00016602
521,cg04111789,0.00016538
522,cg10899768,0.00016538
523,cg10692467,0.00016455
524,cg00347757,0.00016369
525,cg10654803,0.0001636
526,cg07598052,0.00016356
527,cg24787470,0.00016324
528,cg01802953,0.00016284
529,cg18754342,0.00016266
530,cg18376497,0.00016227
531,cg26757053,0.00016202
532,cg19378036,0.00016092
533,cg01979888,0.00016081
534,cg25518968,0.00016028
535,cg02966475,0.00015964
536,cg14642259,0.00015943
537,cg23149881,0.00015916
538,cg13858127,0.00015884
539,cg17501774,0.00015867
540,cg17853216,0.00015849
541,cg07819160,0.00015774
542,cg14342235,0.00015758
543,cg23253991,0.00015722
544,cg11804789,0.00015715
545,cg01878308,0.00015674
546,cg02384546,0.00015671
547,cg09976051,0.00015644
548,cg09634469,0.00015609
549,cg18757087,0.00015552
550,cg06466839,0.00015526
551,cg17865555,0.00015502
552,cg10135483,0.00015459
553,cg05094216,0.00015428
554,cg16430687,0.00015426
555,cg11895696,0.00015425
556,cg26874542,0.000154
557,cg07636194,0.0001536
558,cg11213574,0.00015321
559,cg15622158,0.00015294
560,cg17394649,0.0001529
561,cg04416414,0.00015241
562,cg03064067,0.00015191
563,cg12567635,0.00015176
564,cg09806262,0.00015165
565,cg13096701,0.0001504
566,cg11345955,0.0001501
567,cg00999988,0.0001498
568,cg22190721,0.00014922
569,cg04877910,0.00014873
570,cg06224832,0.00014871
571,cg22400703,0.00014829
572,cg17336337,0.00014789
573,cg21049501,0.00014717
574,cg18334681,0.00014705
575,cg14665366,0.00014681
576,cg25761326,0.0001455
577,cg20227860,0.00014521
578,cg11214962,0.00014486
579,cg19747465,0.00014434
580,cg12688965,0.00014396
581,cg18582260,0.00014299
582,cg19019537,0.00014293
583,cg18241308,0.00014289
584,cg23519637,0.00014251
585,cg21307723,0.00014231
586,cg10338830,0.00014187
587,cg15094236,0.00014177
588,cg18636558,0.00014156
589,cg09267188,0.00014144
590,cg06438559,0.00014138
591,cg00611789,0.00014134
592,cg27477373,0.00014117
593,cg09646197,0.00014116
594,cg03703111,0.00014098
595,cg06112894,0.00014019
596,cg14120049,0.00014014
597,cg15466952,0.00013977
598,cg25292098,0.00013959
599,cg16193203,0.00013948
600,cg24702147,0.0001394
601,cg03473518,0.00013898
602,cg21281463,0.00013875
603,cg18843739,0.00013856
604,cg15154628,0.00013844
605,cg00742851,0.00013815
606,cg08884571,0.00013815
607,cg24377826,0.00013814
608,cg01414407,0.0001379
609,cg27405731,0.00013769
610,cg14791193,0.00013724
611,cg18093771,0.00013721
612,cg02791973,0.0001371
613,cg00431549,0.00013695
614,cg06077738,0.00013673
615,cg23462242,0.00013669
616,cg11606261,0.00013574
617,cg26406407,0.00013504
618,cg02612270,0.00013494
619,cg11775828,0.00013492
620,cg21302133,0.00013489
621,cg09365002,0.00013477
622,cg03922126,0.00013472
623,cg20431191,0.00013462
624,cg12624523,0.00013405
625,cg03605686,0.00013385
626,cg22077197,0.00013378
627,cg13894535,0.00013341
628,cg21118367,0.0001334
629,cg16612423,0.00013263
630,cg06325209,0.00013246
631,cg25312122,0.00013237
632,cg08898569,0.00013174
633,cg00651016,0.00013161
634,cg02716776,0.00013156
635,cg08237401,0.00013155
636,cg22510727,0.00013148
637,cg23336143,0.00013031
638,cg10272520,0.00013015
639,cg27126442,0.00013012
640,cg13080565,0.00012981
641,cg05556923,0.00012953
642,cg05656486,0.00012948
643,cg05898452,0.00012943
644,cg04614923,0.0001291
645,cg00007076,0.00012906
646,cg08379897,0.00012886
647,cg12134633,0.00012866
648,cg04359558,0.00012847
649,cg10859192,0.00012842
650,cg06663615,0.00012838
651,cg03624316,0.00012811
652,cg18910127,0.00012792
653,cg06611426,0.00012758
654,cg26453360,0.00012718
655,cg10249637,0.00012712
656,cg19458233,0.00012686
657,cg01829163,0.0001268
658,cg17210535,0.00012661
659,cg09615821,0.00012635
660,cg18276112,0.00012588
661,cg27132471,0.00012587
662,cg20971407,0.00012586
663,cg23271530,0.00012512
664,cg09734418,0.00012509
665,cg11694519,0.00012488
666,cg07541559,0.00012423
667,cg02828785,0.00012368
668,cg04396251,0.00012361
669,cg13459217,0.00012331
670,cg24594504,0.00012321
671,cg10830649,0.00012263
672,cg20747577,0.00012252
673,cg15991175,0.00012249
674,cg05655806,0.00012238
675,cg16274678,0.00012215
676,cg01233786,0.00012198
677,cg04512966,0.00012176
678,cg10892950,0.00012169
679,cg10711528,0.00012118
680,cg18792528,0.00012075
681,cg14202477,0.00012027
682,cg17444904,0.00012006
683,cg24376793,0.00011963
684,cg18313132,0.00011958
685,cg21388639,0.00011842
686,cg25011809,0.00011806
687,cg09948419,0.00011803
688,cg22997040,0.00011798
689,cg18069290,0.00011784
690,cg24416513,0.00011782
691,cg12361772,0.00011772
692,cg21857843,0.00011764
693,cg19155007,0.00011742
694,cg17031773,0.00011733
695,cg13399952,0.00011729
696,cg14221831,0.00011706
697,cg18356190,0.00011681
698,cg09119854,0.00011668
699,cg01156249,0.00011661
700,cg18358723,0.00011639
701,cg22588546,0.00011638
702,cg06783429,0.00011634
703,cg27064482,0.0001159
704,cg17582336,0.00011585
705,cg15078211,0.0001156
706,cg11865119,0.00011511
707,cg16986150,0.000115
708,cg15264162,0.00011486
709,cg25433648,0.00011474
710,cg22538054,0.00011409
711,cg06051146,0.00011386
712,cg04399899,0.00011368
713,cg24529814,0.00011366
714,cg05338976,0.00011361
715,cg05408649,0.00011333
716,cg19015997,0.00011274
717,cg19648306,0.00011274
718,cg23340935,0.00011268
719,cg11817589,0.00011253
720,cg02409878,0.00011222
721,cg09387749,0.00011218
722,cg06401532,0.00011211
723,cg16597737,0.00011164
724,cg07238450,0.00011155
725,cg22723502,0.00011136
726,cg00089384,0.0001112
727,cg03450635,0.00011112
728,cg04194494,0.00011084
729,cg03081478,0.00011071
730,cg14737571,0.00011071
731,cg15408889,0.0001105
732,cg13906823,0.00010986
733,cg10928544,0.0001094
734,cg22413388,0.00010904
735,cg21972382,0.00010875
736,cg00779602,0.00010871
737,cg26228266,0.00010871
738,cg20275528,0.00010812
739,cg08521684,0.00010797
740,cg10933959,0.00010797
741,cg20806040,0.00010771
742,cg27018309,0.00010738
743,cg04741211,0.00010737
744,cg00517511,0.00010727
745,cg20525486,0.00010718
746,cg25477843,0.00010716
747,cg00143527,0.00010696
748,cg16678522,0.0001069
749,cg16277169,0.00010687
750,cg23931421,0.00010683
751,cg26728709,0.00010663
752,cg13616930,0.00010652
753,cg07006935,0.00010621
754,cg23077820,0.00010617
755,cg21007509,0.00010562
756,cg23837612,0.00010556
757,cg25076597,0.00010556
758,cg05569109,0.00010554
759,cg10977795,0.00010549
760,cg09059945,0.00010547
761,cg13635184,0.00010516
762,cg00983904,0.00010503
763,cg00631482,0.00010499
764,cg16246713,0.00010462
765,cg23906738,0.00010454
766,cg05140806,0.00010443
767,cg07739205,0.00010434
768,cg11134801,0.00010419
769,cg08372947,0.00010342
770,cg23281529,0.0001032
771,cg26521129,0.00010302
772,cg06888746,0.00010288
773,cg23708361,0.00010285
774,cg26814987,0.00010248
775,cg11807829,0.00010241
776,cg12173661,0.00010221
777,cg12060422,0.00010211
778,cg02384857,0.00010197
779,cg02081065,0.00010165
780,cg02697979,0.00010123
781,cg02637318,0.00010116
782,cg07430472,0.00010111
783,cg04819180,0.00010108
784,cg16681597,0.00010091
785,cg17714987,0.00010088
786,cg22885000,0.00010086
787,cg12079975,0.00010037
788,cg16440561,0.00010029
789,cg15910502,0.00010011
790,cg25535999,9.975e-05
791,cg22455914,9.951e-05
792,cg24654177,9.932e-05
793,cg18899777,9.894e-05
794,cg06712013,9.879e-05
795,cg09192940,9.874e-05
796,cg15854125,9.861e-05
797,cg24207616,9.855e-05
798,cg13474918,9.841e-05
799,cg02380334,9.815e-05
800,cg21200986,9.811e-05
801,cg27138204,9.786e-05
802,cg20944964,9.782e-05
803,cg03681383,9.774e-05
804,cg25654774,9.765e-05
805,cg20717798,9.734e-05
806,cg21865657,9.73e-05
807,cg17283169,9.703e-05
808,cg26394191,9.703e-05
809,cg01519063,9.696e-05
810,cg14068657,9.681e-05
811,cg25363807,9.679e-05
812,cg15307891,9.677e-05
813,cg06595154,9.654e-05
814,cg16499677,9.646e-05
815,cg09962377,9.636e-05
816,cg08131309,9.635e-05
817,cg13655635,9.605e-05
818,cg18566313,9.579e-05
819,cg04760448,9.571e-05
820,cg01484075,9.536e-05
821,cg24361265,9.505e-05
822,cg03178838,9.502e-05
823,cg04619381,9.423e-05
824,cg26260038,9.411e-05
825,cg09537568,9.373e-05
826,cg09647671,9.361e-05
827,cg23777479,9.35e-05
828,cg03992114,9.286e-05
829,cg00511464,9.247e-05
830,cg10518264,9.217e-05
831,cg04701034,9.214e-05
832,cg19871235,9.213e-05
833,cg14201467,9.198e-05
834,cg07390647,9.185e-05
835,cg00687714,9.175e-05
836,cg25238274,9.172e-05
837,cg19045070,9.17e-05
838,cg05038216,9.152e-05
839,cg25937598,9.146e-05
840,cg10517290,9.131e-05
841,cg08066024,9.113e-05
842,cg04396721,9.085e-05
843,cg07522403,9.077e-05
844,cg02236679,9.073e-05
845,cg22734058,9.054e-05
846,cg00819233,9.052e-05
847,cg12852187,9.033e-05
848,cg06144905,9.02e-05
849,cg26681770,9.003e-05
850,cg08498836,8.986e-05
851,cg16269943,8.942e-05
852,cg16204205,8.932e-05
853,cg03643948,8.898e-05
854,cg19486070,8.895e-05
855,cg13116789,8.892e-05
856,cg14587524,8.881e-05
857,cg18243760,8.88e-05
858,cg23828876,8.822e-05
859,cg01638311,8.79e-05
860,cg24402880,8.764e-05
861,cg10037894,8.739e-05
862,cg22392666,8.738e-05
863,cg08043868,8.736e-05
864,cg09363076,8.719e-05
865,cg05076730,8.697e-05
866,cg17290127,8.666e-05
867,cg09636715,8.652e-05
868,cg02799905,8.646e-05
869,cg26122129,8.646e-05
870,cg20443254,8.645e-05
871,cg14599440,8.632e-05
872,cg15067606,8.615e-05
873,cg11962524,8.609e-05
874,cg26371345,8.608e-05
875,cg10589396,8.593e-05
876,cg21214455,8.564e-05
877,cg13877315,8.563e-05
878,cg24453118,8.549e-05
879,cg00068038,8.539e-05
880,cg12259256,8.528e-05
881,cg17945789,8.518e-05
882,cg06186245,8.517e-05
883,cg10201616,8.502e-05
884,cg00029246,8.486e-05
885,cg27433062,8.48e-05
886,cg00037681,8.478e-05
887,cg15035421,8.472e-05
888,cg03783110,8.46e-05
889,cg21876918,8.454e-05
890,cg22592142,8.426e-05
891,cg18700940,8.404e-05
892,cg12884982,8.395e-05
893,cg09907509,8.361e-05
894,cg04728296,8.354e-05
895,cg12911256,8.342e-05
896,cg18473521,8.314e-05
897,cg22854448,8.289e-05
898,cg06285439,8.278e-05
899,cg03304437,8.272e-05
900,cg19422030,8.265e-05
901,cg16708623,8.261e-05
902,cg19418951,8.213e-05
903,cg16329842,8.161e-05
904,cg12235073,8.159e-05
905,cg02071712,8.154e-05
906,cg05828497,8.137e-05
907,cg11198596,8.119e-05
908,cg02044895,8.107e-05
909,cg02737268,8.09e-05
910,cg00028135,8.087e-05
911,cg02840535,8.084e-05
912,cg21208682,8.067e-05
913,cg06313349,8.063e-05
914,cg10141942,8.061e-05
915,cg05526364,8.054e-05
916,cg02643054,8.047e-05
917,cg09826050,8.04e-05
918,cg01723031,8.034e-05
919,cg04203702,8.008e-05
920,cg18440692,8.006e-05
921,cg21104965,7.992e-05
922,cg21007342,7.975e-05
923,cg26063719,7.97e-05
924,cg27456203,7.97e-05
925,cg20691722,7.955e-05
926,cg10262052,7.943e-05
927,cg13399773,7.943e-05
928,cg01991967,7.935e-05
929,cg26769927,7.915e-05
930,cg02370232,7.879e-05
931,cg26511386,7.844e-05
932,cg23247879,7.838e-05
933,cg06889108,7.834e-05
934,cg19437852,7.824e-05
935,cg07094847,7.815e-05
936,cg23287005,7.813e-05
937,cg10146929,7.81e-05
938,cg24399540,7.787e-05
939,cg23848712,7.783e-05
940,cg26107890,7.776e-05
941,cg11387340,7.748e-05
942,cg24776343,7.731e-05
943,cg24676071,7.725e-05
944,cg26122980,7.704e-05
945,cg18793086,7.7e-05
946,cg13197551,7.698e-05
947,cg09362366,7.67e-05
948,cg27514336,7.668e-05
949,cg05101821,7.659e-05
950,cg11525020,7.652e-05
951,cg19126169,7.649e-05
952,cg01792117,7.646e-05
953,cg05297854,7.641e-05
954,cg09929238,7.633e-05
955,cg07087130,7.596e-05
956,cg01909856,7.587e-05
957,cg01719718,7.584e-05
958,cg07585069,7.549e-05
959,cg13294849,7.545e-05
960,cg12029639,7.532e-05
961,cg00295426,7.528e-05
962,cg10009801,7.518e-05
963,cg27664689,7.513e-05
964,cg09662034,7.487e-05
965,cg24319651,7.483e-05
966,cg08726667,7.482e-05
967,cg04406620,7.481e-05
968,cg19744936,7.479e-05
969,cg01556075,7.462e-05
970,cg25208017,7.461e-05
971,cg16779463,7.448e-05
972,cg26044340,7.428e-05
973,cg11834730,7.426e-05
974,cg27613172,7.414e-05
975,cg19979108,7.396e-05
976,cg03453449,7.384e-05
977,cg00701951,7.379e-05
978,cg10150530,7.37e-05
979,cg02474926,7.359e-05
980,cg02973171,7.351e-05
981,cg04657044,7.336e-05
982,cg18773937,7.336e-05
983,cg25362585,7.335e-05
984,cg26507725,7.321e-05
